,Graph,Degree
414,"[[1.02005236 0.95481247 1.06826656 ... 1.01540862 1.02016555 0.97122429]
 [0.91691577 0.99773338 1.01884651 ... 0.987457   0.98737087 0.94872146]
 [0.97068303 1.05746021 0.97297793 ... 1.00717879 0.95513422 1.02739982]
 ...
 [0.97101739 1.021922   0.96449568 ... 1.01567467 1.05199623 1.00646914]
 [0.99001991 1.00441507 1.03669685 ... 1.00054854 1.01957399 0.9992323 ]
 [1.08034017 1.0416132  0.98819874 ... 1.0411015  1.05822768 1.00251299]]",1
415,"[[1.02503171 0.97177583 1.03285324 ... 0.91246568 1.03734102 0.99311728]
 [1.04506038 1.02334084 0.96062684 ... 1.00000595 0.97457962 1.07195384]
 [0.99876864 1.00279512 0.97745536 ... 0.95338513 0.99198451 0.99188354]
 ...
 [1.06012393 0.99767002 1.04017648 ... 0.96246377 1.01270249 0.98848024]
 [0.94049771 0.97103021 0.90948087 ... 1.00346192 1.06532049 0.92107493]
 [0.91998224 1.05588281 1.05023682 ... 1.00705519 1.01160096 1.00306051]]",3
416,"[[0.96306796 1.03764088 1.00292945 ... 1.02524593 1.01333368 1.01055403]
 [0.96680563 1.02259249 1.01850589 ... 1.03812823 1.0771348  0.98547503]
 [1.00196965 0.989902   1.02711602 ... 0.96875941 1.03431048 0.98169881]
 ...
 [0.92028538 0.97352427 0.93550898 ... 1.02790472 0.9930598  0.96345801]
 [0.96838051 0.94994464 1.01482907 ... 1.01633449 1.02487745 1.06159842]
 [0.97739683 0.98915056 0.96548042 ... 0.97760143 0.97913094 0.99176203]]",3
417,"[[1.03077879 0.97972606 1.04294824 ... 1.01173595 0.97885363 0.99064346]
 [1.03639123 0.99746634 0.98404176 ... 0.9742539  1.00445301 0.96345156]
 [0.99612786 1.05249639 1.03233907 ... 0.99535934 1.02031407 1.00731868]
 ...
 [1.02377265 1.0387296  0.97526638 ... 1.05398866 1.02521591 0.9886245 ]
 [0.96199174 1.04210751 0.9839623  ... 0.96833697 0.90098577 0.92315125]
 [1.00809638 0.96587059 0.95745604 ... 1.02342058 1.00342296 0.99086363]]",2
418,"[[1.00575828 1.04674459 1.02535978 ... 1.03550983 0.99502865 0.98655927]
 [1.03074806 1.01302948 0.99661245 ... 1.07230663 0.96605716 0.98203736]
 [1.07691988 0.93524344 0.99051996 ... 0.95841551 1.00638668 1.03917415]
 ...
 [1.00579227 1.03074569 0.99929664 ... 1.00618144 1.04377014 1.0922716 ]
 [0.9592389  1.00104799 1.04181948 ... 0.97886632 1.02685191 1.00944793]
 [1.01390775 1.01914153 0.94522802 ... 1.01449114 0.9905624  1.0230921 ]]",1
419,"[[1.04308239 1.00282659 0.98051911 ... 1.01236947 1.04333106 1.01535515]
 [0.9637195  1.07200875 0.91286681 ... 1.01845399 0.96741828 0.95165452]
 [1.06854503 1.08570656 0.9807517  ... 1.04947151 1.02001525 1.06050196]
 ...
 [0.90802996 0.98714918 0.9535373  ... 0.95765759 1.00493575 0.97032741]
 [0.99002168 0.91916117 1.10412611 ... 1.02422279 0.99569601 1.01583685]
 [0.92622976 0.94257067 0.97569949 ... 0.99808918 1.03042748 0.97948815]]",4
420,"[[1.00427992 1.02773434 0.95626263 ... 1.02237897 0.95558848 1.06635819]
 [1.00917336 1.00227507 1.04087621 ... 0.9760853  1.0371366  1.00639808]
 [1.03806011 0.93663896 1.02697497 ... 0.98996147 1.06242043 0.9653276 ]
 ...
 [1.00064942 0.97340952 1.06134083 ... 0.96524267 0.94902803 0.96701983]
 [0.99857188 0.99418694 1.06248092 ... 0.96193745 1.03704866 0.93921982]
 [1.0517494  0.97168915 0.94196258 ... 1.00963793 0.97182096 1.00533033]]",3
421,"[[1.02397361 1.00689709 1.02957315 ... 0.98008902 1.02660931 0.9831375 ]
 [0.99876818 0.93669742 0.95372266 ... 1.05476009 0.99657435 0.98517599]
 [1.03505535 0.98053982 0.96234613 ... 1.03170057 1.00849587 0.99934425]
 ...
 [0.99225247 0.9762931  1.01938383 ... 0.98790069 0.99252413 1.01676041]
 [0.99994399 1.11220067 0.96231984 ... 0.95847482 1.00657901 1.07553328]
 [0.97917671 0.96565316 0.94571274 ... 1.03821682 0.96139381 1.00172057]]",5
422,"[[1.05623226 1.0724932  1.0554769  ... 1.0373268  0.96503856 1.05157406]
 [1.0400943  1.01436537 1.02638754 ... 1.05360088 1.00751057 1.02824135]
 [1.00747803 0.99410085 0.9213124  ... 0.99615694 1.02107187 0.977123  ]
 ...
 [1.00129671 1.01356669 1.0154323  ... 1.01577542 0.98656137 1.03525914]
 [0.96843434 0.9626462  0.93402668 ... 1.00109597 0.93200425 0.93912841]
 [1.0119147  1.01982136 0.95925249 ... 1.01489123 0.93316729 0.99688408]]",5
423,"[[0.95081312 1.06244088 1.04209904 ... 1.03936236 0.98149211 0.98465251]
 [1.00991893 0.9765863  1.02161445 ... 0.96186224 0.98339553 0.94386436]
 [1.00123335 0.95959862 0.91485059 ... 0.98414476 0.99955421 0.95491023]
 ...
 [1.03527141 0.95252628 1.01166711 ... 1.07362218 0.93477948 1.00548157]
 [0.97849543 0.97622413 1.00171406 ... 1.0157769  0.96355925 1.04336683]
 [1.05097824 0.9202958  0.9969931  ... 0.97878622 0.96771949 1.01209747]]",2
424,"[[1.01564596 0.98420274 0.97360027 ... 1.02766869 0.99789457 0.98909924]
 [0.97521392 0.93046007 1.04798749 ... 1.02603145 1.01175224 1.02808883]
 [1.0030674  1.04581349 0.93840131 ... 1.01539082 0.9953929  0.9636693 ]
 ...
 [0.93155673 1.0185955  1.00946468 ... 1.02109567 0.96553432 0.99002864]
 [1.00438539 0.97656081 0.97430612 ... 1.00776081 1.01952165 0.98970105]
 [1.02184065 1.07503148 0.97884095 ... 0.94142189 0.96695416 1.00713802]]",2
425,"[[1.02158866 1.010559   1.02632292 ... 1.03373876 0.99386448 0.9626187 ]
 [1.02827729 0.96749839 0.95945944 ... 1.02258677 1.02996672 1.03640499]
 [0.97704275 1.01725131 1.00495878 ... 0.99880557 0.96522051 1.03371466]
 ...
 [1.04323192 0.97104717 0.98303151 ... 0.9759082  0.88808286 1.01289906]
 [1.0238216  1.04148372 0.9429015  ... 1.08082442 1.06066125 0.98773429]
 [0.93630706 0.88858777 0.97390054 ... 1.06948082 1.03681634 1.0411165 ]]",3
426,"[[1.03067711 0.99303489 0.90812113 ... 1.02599055 1.02669901 1.01306716]
 [0.9875237  1.03659462 0.86061882 ... 1.0203086  0.95443867 0.97774217]
 [0.96320301 0.9608671  0.98398715 ... 1.06011941 1.09875935 0.9874153 ]
 ...
 [0.98778436 0.95941275 0.9285639  ... 1.00411218 1.00318366 0.96787275]
 [0.94453322 0.90060928 1.02969718 ... 1.01645532 1.0444391  0.98295493]
 [1.01951751 1.07126579 0.95363877 ... 1.03874106 0.96488727 1.0097826 ]]",5
427,"[[0.98161934 0.96622633 1.00542587 ... 0.97486766 0.92214822 1.01293781]
 [1.04960833 1.00551011 0.98391275 ... 0.98055695 0.98520493 0.98146087]
 [0.99204738 1.04855309 0.99796697 ... 0.91461345 1.01516886 0.96353836]
 ...
 [1.00374457 1.01356823 1.04328656 ... 0.95793286 1.00774017 0.98137755]
 [0.98997418 1.05842255 0.98345216 ... 0.95941853 0.99897627 1.01407199]
 [1.00954971 1.05920648 1.06570209 ... 0.99625201 0.95768185 1.03355883]]",3
428,"[[0.89893096 0.98923092 1.01929426 ... 0.99349583 1.01205075 0.92670198]
 [1.00764777 0.98291233 0.99291661 ... 0.99966231 0.94703151 0.96765389]
 [1.07121716 1.01715851 1.00135911 ... 1.0023548  1.04301373 0.98564007]
 ...
 [0.97839465 1.00277908 0.97409292 ... 1.01703991 1.08433409 1.02452672]
 [0.9770163  0.93508039 0.98649245 ... 1.00697508 1.02111245 1.0372651 ]
 [0.98196457 0.99216888 1.00116994 ... 0.95019645 0.99009904 1.0628211 ]]",2
429,"[[0.97746323 1.05082751 1.05835285 ... 0.98172331 0.99564282 0.99234071]
 [1.02483833 0.98589373 1.059579   ... 0.94816236 0.97642716 0.97747312]
 [0.99524968 1.00349914 0.90976378 ... 0.9889713  1.02090704 0.95537532]
 ...
 [1.02494613 1.03988696 1.01235822 ... 1.02450713 1.00413444 0.98125023]
 [1.0363725  0.91600684 0.9812875  ... 0.99532373 0.97575593 1.05191306]
 [1.00075372 0.94772827 0.94663537 ... 0.95946202 0.92198141 1.08872883]]",5
430,"[[1.03289479 0.98221058 1.00841522 ... 0.99591635 1.00934526 1.03701975]
 [0.96724189 0.97814862 0.9609465  ... 0.93009831 1.06243248 1.0177052 ]
 [0.96105639 0.9750402  1.01293113 ... 0.97151026 0.96196482 1.04966894]
 ...
 [0.95513947 1.01907566 0.97843728 ... 0.97294311 0.99573756 1.00930016]
 [1.00414217 1.0591962  0.95827768 ... 0.99670747 1.09615488 0.9536471 ]
 [0.99012533 0.9448492  1.0153355  ... 1.03227502 1.03396863 1.02169173]]",2
431,"[[1.00260412 1.07891932 0.96539423 ... 0.97375733 1.06004526 1.0876727 ]
 [0.9477791  0.96129669 1.02118575 ... 0.9872262  1.04368212 0.98705403]
 [0.96426097 0.98541144 1.00738084 ... 1.07078287 1.0306505  1.01457842]
 ...
 [0.99120954 0.98783381 1.01126586 ... 0.98053713 1.03535326 1.0483212 ]
 [1.04050195 1.01417507 1.02610806 ... 1.00072021 0.97637622 1.05997593]
 [0.96247731 1.00116989 1.05713921 ... 1.01285472 0.96042388 1.01223556]]",2
432,"[[0.99161474 1.04720095 1.03004284 ... 0.95504629 1.01642679 0.99093087]
 [0.98767422 0.98852257 1.01503275 ... 1.02137299 0.99129529 0.96825443]
 [1.00258912 0.96652733 0.95850036 ... 0.97594647 0.96552321 1.01809796]
 ...
 [0.98936165 0.94543955 1.00654779 ... 0.98998578 0.97120833 1.00604012]
 [1.0332848  1.02836523 0.96727836 ... 1.03331172 0.96798505 0.95951691]
 [1.0384291  0.9575325  0.9623775  ... 0.99285444 1.03807867 1.01672951]]",1
433,"[[0.97519988 1.0308836  0.92937869 ... 1.01014069 0.99037895 0.96381269]
 [1.06905398 0.97017063 1.02549971 ... 1.02699084 0.94263156 1.00433338]
 [1.04970211 0.94673616 1.03056731 ... 1.02413194 1.02566492 1.06203812]
 ...
 [1.04307487 1.00342841 1.04587616 ... 0.93224224 1.01389834 0.92551994]
 [0.94809583 1.00737229 0.97799378 ... 0.93627395 1.02017609 1.08147701]
 [1.05018761 0.991069   1.07447356 ... 1.01106364 0.97689689 0.96256184]]",0
434,"[[1.01961384 1.03178266 1.01989817 ... 1.01783381 0.98891113 1.0283635 ]
 [0.97198244 0.99124178 1.03047621 ... 0.984038   1.04993564 0.99191545]
 [1.01101171 0.96798509 0.9945926  ... 0.93632464 1.03444287 1.01849083]
 ...
 [0.98462083 1.0224446  1.07678208 ... 1.01235608 0.98405591 0.97833432]
 [1.03369331 1.11888441 0.92285226 ... 1.01103296 1.01422878 1.0110554 ]
 [1.01639815 0.96681788 1.03044037 ... 0.98096759 0.91859297 1.01076496]]",0
435,"[[1.03265807 1.03948983 0.98188064 ... 1.06344415 0.96288333 1.02291527]
 [1.06047672 1.04780938 1.03682755 ... 0.99013184 1.01522658 1.08132956]
 [0.93610793 1.00894344 1.0038817  ... 0.92554189 1.02081226 1.03565532]
 ...
 [0.96084642 1.03546143 1.02424612 ... 1.00227507 0.98799586 0.89442701]
 [0.98407762 0.97680402 0.95308911 ... 1.04438236 1.01420902 1.00350151]
 [0.99786021 0.99126182 1.09701014 ... 0.95419514 1.0246211  1.05642009]]",3
436,"[[0.94103811 0.97727683 1.0263152  ... 1.03419883 0.94640486 0.96709956]
 [0.94597028 0.99605169 1.03912465 ... 0.96365374 0.99249134 0.89753091]
 [0.92386341 1.05215457 0.968078   ... 1.01872967 1.02355671 1.00139822]
 ...
 [1.04724766 0.97866137 0.99718589 ... 0.96541267 1.01458341 1.03899748]
 [0.98200164 0.99062899 0.995038   ... 0.93705605 1.03733092 0.98014517]
 [1.02802247 1.02847691 1.01981934 ... 0.9599148  1.0340511  0.92740938]]",1
437,"[[0.94094465 0.95692061 0.96711035 ... 1.05535255 1.01108219 1.02973651]
 [0.95158067 0.96111492 0.99577413 ... 0.97421274 1.03074537 1.00043283]
 [0.93346462 0.92156614 0.93552745 ... 1.04185234 1.02916558 0.94715831]
 ...
 [1.03180899 0.99597682 0.98599637 ... 1.03317018 1.01605524 1.00221311]
 [0.99375985 1.04476341 0.91701145 ... 0.99224868 0.9958753  1.01446193]
 [1.00695974 0.9902013  0.98871099 ... 0.98117908 0.99316111 1.08037092]]",2
438,"[[0.94433005 0.94190476 0.97478027 ... 1.04494415 0.93321978 0.92861916]
 [1.04899956 1.00939052 1.02378333 ... 0.97717974 0.96874583 1.03610585]
 [1.0106832  0.97956902 1.0268759  ... 1.01467734 0.99339944 1.0289745 ]
 ...
 [0.90710356 0.92581139 1.02894494 ... 1.00665482 0.99856545 1.01721905]
 [0.97586506 1.01297919 0.93143349 ... 0.95710937 0.97102567 1.01687788]
 [0.95522243 0.92166697 0.96399397 ... 1.0029514  1.0297501  0.97751223]]",5
439,"[[1.0061325  0.96678289 0.96747741 ... 0.97610747 1.0104357  1.02740665]
 [0.93714144 1.06543388 0.98937041 ... 1.07144295 0.99344626 0.98057492]
 [0.968997   1.0565758  1.05835975 ... 1.01925302 1.02370773 1.03140626]
 ...
 [1.00673894 0.89380117 1.04200791 ... 1.07939343 0.99145777 1.0337002 ]
 [1.00621742 1.03957568 1.0104724  ... 0.96975235 1.00296816 1.0824465 ]
 [1.02144281 1.0736165  1.01064681 ... 1.01533126 1.02304305 0.99323518]]",5
440,"[[1.07729297 1.00016177 1.04155822 ... 1.02898919 0.97401108 0.94053975]
 [0.98782188 0.95805679 1.00643288 ... 0.98524256 1.03707704 0.97143088]
 [0.94880405 0.98820804 1.07358268 ... 0.97239653 0.98119112 0.97983727]
 ...
 [0.96392929 1.00586321 1.03458283 ... 0.91163503 1.06264297 0.9990623 ]
 [0.99808897 0.96461024 0.98061121 ... 0.92106035 0.98121446 0.99857984]
 [0.9802355  1.07379461 1.0082895  ... 0.97395096 1.01715827 0.98435794]]",1
441,"[[0.96078394 1.03177357 0.96745958 ... 0.98357831 1.0327986  0.93344263]
 [1.0004896  0.96485541 1.02656643 ... 0.99755385 0.95639376 0.99958517]
 [1.00562149 0.99990151 1.01325038 ... 1.04810885 1.08575558 1.01396741]
 ...
 [0.95881625 0.92506787 0.90748988 ... 0.97858309 0.98301272 1.01106777]
 [0.9630986  0.99340345 1.04260446 ... 1.0030458  0.95863775 0.99138715]
 [0.9045463  1.03344815 1.04272003 ... 0.98506623 0.99669864 0.95338379]]",0
442,"[[1.02094801 1.03190408 0.97639989 ... 1.00986641 0.98007547 1.01191295]
 [1.15929764 0.99760988 0.97555795 ... 0.99503755 1.00045796 1.032502  ]
 [0.91111004 0.99849528 1.00114682 ... 1.15777901 0.93206182 0.94841551]
 ...
 [0.9746856  1.0292057  1.02849301 ... 1.00250371 1.00634475 0.95556957]
 [1.06093984 0.97533641 0.91998551 ... 1.04280263 0.97944265 0.95136398]
 [1.01136542 0.99601351 0.99330514 ... 1.05230518 1.04449415 0.96001802]]",5
443,"[[1.03306539 1.02944017 1.01245877 ... 0.96570813 1.00317512 1.0458473 ]
 [0.9991628  1.00023839 1.02873668 ... 0.96433372 1.0607058  0.97501516]
 [1.02147355 1.07293929 0.96066571 ... 1.0288841  1.00065245 1.01116471]
 ...
 [1.04521926 1.01561459 1.02971273 ... 1.00083836 0.96317202 0.99781089]
 [1.05936802 0.96848475 1.00935159 ... 1.00692252 0.92453174 0.96843559]
 [0.98784095 1.01082566 0.99393831 ... 0.98534746 0.99142154 0.98943035]]",4
444,"[[0.92019935 1.03752807 1.01506712 ... 1.01878432 1.00596185 1.02566334]
 [1.00106175 1.03227377 0.9351216  ... 0.92048047 1.0218541  1.03153835]
 [0.98963263 0.99572117 1.05488067 ... 0.93822823 0.96841482 0.95167696]
 ...
 [1.05992232 1.01630287 0.95354899 ... 1.01021046 0.99801282 1.00546847]
 [0.97315054 1.03528163 1.08032554 ... 0.98165496 0.99910285 0.99504658]
 [0.98862287 0.9588029  1.03728196 ... 1.02036618 0.99756345 0.98218178]]",0
445,"[[0.97057437 1.0228281  1.02736494 ... 0.98302615 1.01950763 1.04804924]
 [1.02344233 0.9771061  1.05215797 ... 1.00670424 1.02434859 1.03390355]
 [0.93472086 0.99460828 0.97664603 ... 1.03899349 1.07858799 1.05346705]
 ...
 [1.01571624 1.04858086 1.00480417 ... 0.97785731 1.06085288 0.94325938]
 [0.98001205 0.98433128 1.03271564 ... 0.92574208 1.00235177 0.97270834]
 [1.04944921 1.06118832 1.06058413 ... 1.02587555 1.03117999 1.03584493]]",0
446,"[[0.99112914 1.03685086 1.03174244 ... 0.98360995 0.94428958 0.99878766]
 [1.00873324 0.97891655 1.0365893  ... 0.93335038 1.01833994 0.94778617]
 [0.95984773 1.02365292 1.03115174 ... 1.02654859 1.07430978 1.06311333]
 ...
 [0.95875719 1.06257908 1.01786386 ... 1.04046803 1.02181896 0.96272968]
 [1.03636948 1.0210216  0.95396669 ... 0.98751441 1.02576895 0.98497124]
 [1.03410109 0.97169943 0.97508118 ... 0.9807691  1.02757009 1.05332207]]",1
447,"[[1.00207615 0.96410027 1.00380523 ... 0.9975051  1.04613976 0.98215134]
 [1.04596155 1.04037002 0.9679297  ... 0.96153047 1.05274995 1.08518999]
 [1.00280367 0.98604595 0.9786729  ... 0.98714663 0.99775556 1.00258189]
 ...
 [0.97774015 1.01536011 0.98569887 ... 1.0445812  1.02636449 0.99227863]
 [0.91884503 1.05009126 0.99212644 ... 0.94017508 1.02119429 0.98338718]
 [0.93677478 0.98888837 1.04579368 ... 1.02008177 0.98348749 1.02682212]]",5
448,"[[1.01298567 0.99257377 1.01296166 ... 0.99752712 1.00777479 0.95367567]
 [0.93494134 1.00503279 0.97542601 ... 0.99138159 0.96533232 0.92128892]
 [0.99801925 0.93703971 1.02606441 ... 1.00478324 1.02070006 1.05178289]
 ...
 [1.03847736 0.90830631 0.93084988 ... 0.99071469 0.90823826 1.01353292]
 [1.03475312 0.91367724 0.98194227 ... 0.99462729 1.01550281 0.9658368 ]
 [0.93350681 1.00444241 0.95206125 ... 0.95834237 0.99077628 1.04317608]]",2
449,"[[1.0087027  1.05301283 0.97764704 ... 0.97477202 1.0218413  1.04975736]
 [0.94454593 0.99079985 0.97650142 ... 1.06520673 1.06752099 1.01317828]
 [0.97004315 0.95517663 0.9329667  ... 0.9217289  1.0560245  0.99889056]
 ...
 [1.05714993 1.01654664 1.03986525 ... 0.99611742 1.00124419 1.03527646]
 [1.02404777 0.96782408 1.0115869  ... 0.98982105 1.01556337 0.94530161]
 [0.96105406 1.00400262 1.00191743 ... 0.9258703  1.07034162 1.02934171]]",2
450,"[[1.00700582 0.96302315 0.99536122 ... 0.97733838 1.00580753 1.01943813]
 [1.00451657 1.00739057 1.02561869 ... 1.03182787 1.01559599 1.00902892]
 [1.00723214 1.06542241 0.9552417  ... 1.00257785 1.01472372 1.01553479]
 ...
 [0.97804232 1.03475449 1.0416434  ... 1.01822246 0.93733623 0.98919123]
 [0.9742979  0.97355202 0.97103787 ... 0.99680295 0.98092311 1.02500835]
 [0.95154744 1.04472455 0.99997055 ... 1.04227132 0.95009345 0.97460344]]",4
451,"[[0.96617946 1.00767647 0.94055589 ... 1.04358232 1.05347722 1.03986091]
 [0.96753801 0.97917592 1.0467084  ... 1.0195129  0.94857738 0.99945761]
 [0.95155239 1.01702884 0.95005847 ... 1.03158268 0.91967595 0.95656594]
 ...
 [0.96469536 0.98120445 1.07185726 ... 0.99155319 0.98474617 1.04033433]
 [1.07588725 1.04403432 0.98317557 ... 0.92636909 0.98590385 0.98435691]
 [1.0075396  1.00724163 1.00201568 ... 1.0081472  1.03328165 1.10830906]]",0
452,"[[0.9911313  0.97376615 1.06612603 ... 0.98157332 1.04917774 0.95052879]
 [0.96317816 1.03260223 1.01713975 ... 1.00221154 0.98514929 1.03880546]
 [1.03613436 1.01504002 1.03596562 ... 1.06351515 0.94192774 0.99094754]
 ...
 [0.97061992 1.00921332 0.98909097 ... 0.99909807 1.03946549 0.98488971]
 [0.99421377 1.0015681  1.01464911 ... 1.02444145 1.0126919  1.0080592 ]
 [1.04144999 1.03387622 0.97724198 ... 0.98443942 0.98105797 0.98219499]]",3
453,"[[0.99943306 0.98608939 0.96946028 ... 1.03093233 1.02191643 0.92358341]
 [0.99070724 0.98769753 0.99469747 ... 0.98685162 1.03156002 1.0342449 ]
 [0.97852132 0.95528335 0.97652449 ... 0.98892773 1.01744919 0.91872542]
 ...
 [1.04988289 0.98548825 1.01248229 ... 0.91141979 1.00001528 1.0001302 ]
 [0.93887933 1.01904676 1.00116088 ... 0.98829046 1.05302672 1.06255489]
 [0.9893584  1.00167465 1.01748589 ... 0.98813339 0.99733007 1.07715904]]",0
454,"[[0.99538679 1.03116437 1.00220519 ... 0.98863702 0.92711184 0.97503399]
 [0.93632318 0.990467   1.02595308 ... 1.0062411  0.91924081 1.00885823]
 [0.97590417 1.03350482 1.04026522 ... 0.97415024 1.00503534 0.96033965]
 ...
 [0.98797428 1.00754886 1.04269504 ... 0.97110056 1.04107389 1.01194921]
 [0.96903301 1.0190757  0.97643869 ... 0.92133516 1.04372193 0.99671929]
 [0.95017322 0.9414838  1.00516583 ... 1.01427489 1.04339862 0.91669133]]",4
455,"[[1.0366229  0.99231396 0.99329848 ... 0.97718361 0.98315017 0.94125322]
 [0.98545515 1.05086203 1.07338558 ... 1.00914099 0.9165301  1.04059721]
 [0.97636266 1.02131416 1.01843535 ... 0.96809165 0.97712595 1.02621083]
 ...
 [0.97310709 1.0020692  1.0024946  ... 0.92356085 0.98321236 0.97339376]
 [0.97551903 1.02470288 0.94102089 ... 0.99133453 0.91919329 0.91969765]
 [1.05256441 1.03243122 0.96295867 ... 0.86674236 1.0055111  1.02009066]]",0
456,"[[1.03065709 0.9933962  1.06615337 ... 1.05153229 1.03755334 1.00827859]
 [0.96172848 0.91555856 1.09160793 ... 0.97002569 0.99634558 0.97693794]
 [1.04096952 0.97095288 1.00173691 ... 0.99757674 1.03217475 0.97520186]
 ...
 [1.02247179 1.00708728 0.94026117 ... 0.96656234 1.02918806 0.98228184]
 [1.00962006 1.01096518 1.00148436 ... 0.9606411  0.94826268 1.0411088 ]
 [1.03992145 0.97230196 1.08606476 ... 0.98377671 0.9866536  0.97710185]]",0
457,"[[0.98126627 1.03788679 0.95985386 ... 0.97488825 1.02114859 0.9769173 ]
 [0.97155941 1.03096209 1.02483467 ... 1.00173226 0.99663187 1.04195409]
 [0.98617144 0.90702696 0.99416366 ... 0.99552016 1.01123347 0.9962949 ]
 ...
 [1.00629557 0.99467074 1.02291662 ... 1.02286375 0.9426592  0.97883776]
 [0.99396629 0.95206941 1.0421299  ... 0.94551179 1.00943153 0.978464  ]
 [0.96028227 0.96788779 0.9422256  ... 1.01586629 0.98798708 1.00251336]]",4
458,"[[1.04200699 1.08666709 1.05272217 ... 0.97102777 1.05685713 0.95078154]
 [0.97338266 1.00798656 0.9538902  ... 0.94195152 1.03664156 0.98156474]
 [0.99275091 1.04866597 0.9293435  ... 1.01849831 1.03715232 1.0089631 ]
 ...
 [0.95065609 0.97662009 0.96588487 ... 1.01343234 0.97976623 1.01104316]
 [1.01299879 0.99709025 0.95847777 ... 1.0164187  1.10698152 1.05004521]
 [1.01591017 1.0581143  0.96327732 ... 1.02436454 1.03652739 1.0400723 ]]",1
459,"[[1.0018402  0.99387059 1.02265333 ... 0.99523471 1.08619092 1.07765695]
 [1.02122425 1.00035897 0.97522916 ... 0.98979651 0.99201933 0.95086189]
 [0.96623077 1.02997758 0.9989081  ... 0.98443892 0.88748361 0.99810263]
 ...
 [1.02847066 0.98127323 1.07261871 ... 1.02013791 0.97720573 1.0032405 ]
 [1.00053408 1.00004492 0.95656004 ... 0.99567065 1.09756887 1.00808036]
 [1.03357024 1.01023556 0.98650002 ... 1.05887604 1.02015853 0.98985075]]",1
460,"[[1.04539803 0.97050507 1.04180796 ... 1.06246323 1.00777753 1.00666353]
 [1.01222572 0.93318214 0.97205842 ... 0.96211142 0.98102206 0.97618203]
 [0.93555207 1.03071317 1.04395009 ... 1.04095697 1.00802781 1.06343908]
 ...
 [0.94056397 1.01534898 0.97666189 ... 0.95807449 0.99136466 1.06093512]
 [0.97302941 1.03004105 0.98069139 ... 1.01951422 0.98586558 0.98449429]
 [1.00060226 1.01114526 0.95636782 ... 1.00030873 0.94717192 1.01233989]]",5
461,"[[1.02682836 1.01636236 1.00161509 ... 1.00690843 0.99288339 0.99423224]
 [1.00099257 1.02956287 1.0347805  ... 0.92639247 0.94741869 1.03378075]
 [0.9743378  0.96167547 1.02798316 ... 1.00237256 0.99044447 0.97014397]
 ...
 [0.9435009  0.97932009 0.95842061 ... 0.94030081 1.02047262 1.08145539]
 [1.04877192 1.06481213 1.03516308 ... 1.02598447 0.95954911 0.98746396]
 [0.98254662 0.99759286 1.08992414 ... 1.04386049 0.96189783 1.04027862]]",2
462,"[[0.99535928 1.03055601 1.02196694 ... 1.0212029  0.99286791 0.94338363]
 [0.97401503 1.08056527 1.00290541 ... 1.0271771  1.00470531 1.00438934]
 [1.00645943 0.98710234 0.9653221  ... 1.07809394 0.99493053 0.96847056]
 ...
 [1.02644805 1.02547626 1.01712241 ... 0.98535654 0.93945099 0.97985381]
 [0.95135539 0.98358304 1.05268856 ... 0.97997654 1.02516634 0.97979465]
 [0.99589868 0.96732198 1.01407963 ... 0.99727858 0.90714369 1.03298083]]",5
463,"[[0.94044269 0.91813132 1.03110979 ... 0.95591342 1.02736421 1.01521935]
 [1.03310023 0.98395766 1.01095763 ... 0.94231822 0.96752558 0.93421791]
 [1.0167266  1.03816329 1.02975128 ... 0.95261979 0.95158262 0.99123842]
 ...
 [1.10727969 1.00001069 1.01707147 ... 0.99194598 1.02014668 0.91953372]
 [1.04237221 0.99235439 1.05734281 ... 1.0202524  1.00725516 0.96698453]
 [1.03984337 0.95887874 1.04861568 ... 1.0029624  0.97377028 1.0542348 ]]",4
464,"[[1.04626173 0.98938178 1.02295796 ... 0.99522426 0.98466125 1.0698552 ]
 [0.9778582  0.96055527 1.00911649 ... 1.08688536 0.92605211 1.01470775]
 [1.05668545 0.9687737  1.04996937 ... 0.96311776 0.97860337 0.97051868]
 ...
 [0.9966005  0.96265583 1.01407293 ... 0.99369182 0.91475397 0.98702001]
 [0.95829    1.03409631 1.06217482 ... 0.94684532 1.01305215 1.0069537 ]
 [1.01091983 0.93468699 0.97777359 ... 1.01099757 1.00541201 0.94835892]]",2
465,"[[1.01394052 0.94635202 1.0375757  ... 0.98172884 0.97231823 1.01710841]
 [1.0042431  0.97840411 0.94692697 ... 0.98140743 0.99304845 1.02433639]
 [1.00095249 1.01921768 1.04131991 ... 0.98725444 1.05879774 1.04826003]
 ...
 [0.97516268 0.99505738 0.98859859 ... 0.92696583 0.98581221 0.99901633]
 [0.96377441 1.02851327 0.99214254 ... 1.02130921 1.02278209 1.07471521]
 [0.97674406 0.97854065 1.07416944 ... 1.06764558 0.99386135 0.9489727 ]]",4
466,"[[0.9546024  0.97659032 1.09036703 ... 1.07248401 0.92877405 1.00811955]
 [1.03020974 1.01008153 1.00118486 ... 0.98199849 0.95599829 1.00720496]
 [1.0217173  0.99391646 1.04167545 ... 0.97015492 0.96530838 1.0060113 ]
 ...
 [1.04738277 1.08428699 1.00058216 ... 0.9885901  1.00582326 1.00142018]
 [0.99362566 0.99801437 1.02962117 ... 1.10194425 1.02060769 0.94513252]
 [0.96756293 1.1360157  1.02985405 ... 1.02226106 1.04878894 1.03255562]]",1
